"date_time_utc","Latitude","Longitude","Patm_mbar","Temperature_raw_C","Temperature_adj_C","CTDSAL_PSS78","Type","xCO2_dry_ppm","Std_Offset_ppm","xCO2_EQU_corr_ppm","xCO2_ATM_interp_ppm","xCO2_ATM_ppm","fCO2_water_microatm","fCO2_ATM_interp_microatm","dfCO2_microatm","U_10_MSY_m_s","Sc_35ppt","k_cm_hr_35ppt","K_mol_L_atm","F_mol_m2_s","F_mmol_m2_d","F_micromol_m2_s"
2022-10-11 17:17:03,29.870592,-90.009535,1018.287473,25.11655,25.11655,0.257933333333333,"STD1z",-0.41,-0.41,NA,NA,NA,NA,NA,NA,3.11176044019425,519.987957629084,0.879944338856367,0.0338208663309455,NA,NA,NA
2022-10-11 17:21:54,29.870592,-90.009535,1018.287473,25.11655,25.11655,0.257933333333333,"STD4s",2030.8,54.3,NA,NA,NA,NA,NA,NA,3.11176044019425,519.987957629084,0.879944338856367,0.0338208663309455,NA,NA,NA
2022-10-11 17:26:40,29.870592,-90.009535,1018.287473,25.11655,25.11655,0.257933333333333,"STD1",0.34,0.34,NA,NA,NA,NA,NA,NA,3.11176044019425,519.987957629084,0.879944338856367,0.0338208663309455,NA,NA,NA
2022-10-11 17:31:28,29.870592,-90.009535,1018.287473,25.11655,25.11655,0.257933333333333,"STD2",685.02,76.65,NA,NA,NA,NA,NA,NA,3.11176044019425,519.987957629084,0.879944338856367,0.0338208663309455,NA,NA,NA
2022-10-11 17:36:16,29.874281,-90.006724,1018.287473,25.11655,25.11655,0.257933333333333,"STD3",1550.1,58.6,NA,NA,NA,NA,NA,NA,3.11176044019425,519.987957629084,0.879944338856367,0.0338208663309455,NA,NA,NA
2022-10-11 17:41:03,29.886019,-90.000627,1018.287473,25.11655,25.11655,0.257933333333333,"STD4",1981.6,5.1,NA,NA,NA,NA,NA,NA,3.11176044019425,519.987957629084,0.879944338856367,0.0338208663309455,NA,NA,NA
2022-10-11 17:45:31,29.895768,-89.994661,1018.287473,25.11655,25.11655,0.257933333333333,"ATM-DRAIN",392.32,NA,358.681,NA,358.681,NA,NA,NA,3.11176044019425,519.987957629084,0.879944338856367,0.0338208663309455,NA,NA,NA
2022-10-11 17:47:20,29.902645,-89.988949,1018.287473,25.11655,25.11655,0.257933333333333,"ATM",387.12,NA,353.507,NA,353.507,NA,NA,NA,3.11176044019425,519.987957629084,0.879944338856367,0.0338208663309455,NA,NA,NA
2022-10-11 17:48:47,29.902645,-89.988949,1018.287473,25.11655,25.11655,0.257933333333333,"ATM",391.24,NA,357.631,NA,357.631,NA,NA,NA,3.11176044019425,519.987957629084,0.879944338856367,0.0338208663309455,NA,NA,NA
2022-10-11 17:50:13,29.906067,-89.984276,1018.287473,25.11655,25.11655,0.257933333333333,"ATM",390.99,NA,357.394,NA,357.394,NA,NA,NA,3.11176044019425,519.987957629084,0.879944338856367,0.0338208663309455,NA,NA,NA
2022-10-11 17:51:40,29.906067,-89.984276,1018.287473,25.11655,25.11655,0.257933333333333,"ATM",390.96,NA,357.377,NA,357.377,NA,NA,NA,3.11176044019425,519.987957629084,0.879944338856367,0.0338208663309455,NA,NA,NA
2022-10-11 18:47:27,29.921743,-89.954835,1018.287473,25.11655,25.11655,0.257933333333333,"EQU",1982.2,NA,1947.859,352.7448,NA,1822.03,342.3,1479.73,3.11176044019425,519.987957629084,0.879944338856367,0.0338208663309455,1.22326319077429e-07,10.5689939682899,0.122326319077429
2022-10-11 18:49:57,29.921784,-89.954536,1018.287473,25.11655,25.11655,0.257933333333333,"EQU",2003,NA,1968.745,352.7132,NA,1819.18,342.27,1476.91,3.11176044019425,519.987957629084,0.879944338856367,0.0338208663309455,1.22093195318501e-07,10.5488520755185,0.122093195318501
2022-10-11 18:52:27,29.921623,-89.953892,1018.287473,25.11655,25.11655,0.257933333333333,"EQU",2007.5,NA,1973.346,352.6814,NA,1805.12,342.24,1462.88,3.11176044019425,519.987957629084,0.879944338856367,0.0338208663309455,1.20933363283835e-07,10.4486425877233,0.120933363283835
2022-10-11 18:54:57,29.921446,-89.953479,1018.287473,25.11655,25.11655,0.257933333333333,"EQU",2032.4,NA,1998.334,352.6497,NA,1831.74,342.21,1489.53,3.11176044019425,519.987957629084,0.879944338856367,0.0338208663309455,1.23136465473703e-07,10.6389906169279,0.123136465473703
2022-10-11 18:57:27,29.921314,-89.953112,1018.287473,25.11655,25.11655,0.257933333333333,"EQU",2018.6,NA,1984.647,352.6181,NA,1819.18,342.18,1477,3.11176044019425,519.987957629084,0.879944338856367,0.0338208663309455,1.22100635438467e-07,10.5494949018835,0.122100635438467
2022-10-11 18:59:58,29.921119,-89.952775,1018.287473,25.11655,25.11655,0.257933333333333,"EQU",2021.2,NA,1987.35,352.5861,NA,1818.9,342.15,1476.75,3.11176044019425,519.987957629084,0.879944338856367,0.0338208663309455,1.22079968438562e-07,10.5477092730917,0.122079968438562
2022-10-11 19:02:28,29.921119,-89.952775,1018.287473,25.11655,25.11655,0.257933333333333,"EQU",2011,NA,1977.26,352.5544,NA,1810.52,342.12,1468.41,3.11176044019425,519.987957629084,0.879944338856367,0.0338208663309455,1.21390517321733e-07,10.4881406965977,0.121390517321733
2022-10-11 19:04:58,29.921411,-89.95406,1018.287473,25.11655,25.11655,0.257933333333333,"EQU",1997.4,NA,1963.769,352.5228,NA,1802.63,342.09,1460.54,3.11176044019425,519.987957629084,0.879944338856367,0.0338208663309455,1.20739920164725e-07,10.4319291022322,0.120739920164725
2022-10-11 19:07:28,29.921601,-89.953706,1018.287473,25.11655,25.11655,0.257933333333333,"EQU",2008,NA,1974.468,352.491,NA,1815.43,342.06,1473.37,3.11176044019425,519.987957629084,0.879944338856367,0.0338208663309455,1.21800550599847e-07,10.5235675718268,0.121800550599847
2022-10-11 19:09:58,29.921514,-89.953319,1018.287473,25.11655,25.11655,0.257933333333333,"EQU",2010.3,NA,1976.871,352.4594,NA,1816.54,342.03,1474.51,3.11176044019425,519.987957629084,0.879944338856367,0.0338208663309455,1.21894792119413e-07,10.5317100391173,0.121894792119413
2022-10-11 19:12:28,29.92143,-89.952767,1018.287473,25.11655,25.11655,0.257933333333333,"EQU",2038.8,NA,2005.467,352.4277,NA,1843.74,341.99,1501.75,3.11176044019425,519.987957629084,0.879944338856367,0.0338208663309455,1.24146668429057e-07,10.7262721522705,0.124146668429057
